0.250000	0.100000	0.350000	0.200000	0.100000	1_OSBS092516 - 301 - 1.jpg
0.250000	0.300000	0.400000	0.050000	0.000000	1_OSBS092516 - 209 - 1.jpg
0.000000	0.400000	0.300000	0.200000	0.100000	1_OSBS092616 - 105 - 1.jpg
0.100000	0.400000	0.300000	0.200000	0.000000	1_OSBS092616 - 419 - 1.jpg
0.000000	0.400000	0.500000	0.100000	0.000000	1_OSBS092616 - 401 - 3.jpg
0.100000	0.200000	0.500000	0.200000	0.000000	1_OSBS092616 - 219 - 2.jpg
0.100000	0.850000	0.050000	0.000000	0.000000	1_OSBS092616 - 317 - 2.jpg
0.250000	0.050000	0.700000	0.000000	0.000000	1_OSBS092416 - 015 - 2.jpg
0.050000	0.250000	0.700000	0.000000	0.000000	1_OSBS092416 - 019 - 2.jpg
0.000000	0.200000	0.600000	0.200000	0.000000	1_OSBS092416 - 010 - 2.jpg
0.000000	0.300000	0.250000	0.250000	0.200000	1_OSBS092616 - 307 - 1.jpg
0.050000	0.350000	0.550000	0.000000	0.050000	1_OSBS092616 - 405 - 1.jpg
0.000000	0.300000	0.400000	0.200000	0.100000	1_OSBS092616 - 105 - 2.jpg
0.200000	0.100000	0.650000	0.000000	0.050000	1_OSBS092416 - 016 - 2.jpg
0.100000	0.600000	0.300000	0.000000	0.000000	1_OSBS092516 - 315 - 2.jpg
0.000000	0.200000	0.450000	0.300000	0.050000	1_OSBS092516 - 205 - 2.jpg
0.000000	0.850000	0.100000	0.050000	0.000000	1_OSBS092616 - 404 - 1.jpg
0.050000	0.700000	0.200000	0.050000	0.000000	1_OSBS092616 - 103 - 1.jpg
0.400000	0.050000	0.250000	0.300000	0.000000	1_OSBS092616 - 415 - 1.jpg
0.050000	0.300000	0.600000	0.000000	0.050000	1_OSBS092616 - 405 - 2.jpg
0.000000	0.250000	0.500000	0.250000	0.000000	1_OSBS092516 - 205 - 1.jpg
0.250000	0.150000	0.600000	0.000000	0.000000	1_OSBS092516 - 312 - 2.jpg
0.000000	0.050000	0.800000	0.150000	0.000000	1_OSBS092516 - 220 - 1.jpg
0.000000	0.100000	0.100000	0.550000	0.250000	1_OSBS092616 - 113 - 1.jpg
0.000000	0.300000	0.150000	0.550000	0.000000	1_OSBS092616 - 412 - 1.jpg
0.000000	0.250000	0.700000	0.050000	0.000000	1_OSBS092516 - 216 - 2.jpg
0.200000	0.200000	0.350000	0.250000	0.000000	1_OSBS092516 - 303 - 1.jpg
0.000000	0.800000	0.050000	0.150000	0.000000	1_OSBS092616 - 218 - 1.jpg
0.150000	0.650000	0.050000	0.050000	0.100000	1_OSBS092616 - 100 - 3.jpg
0.250000	0.550000	0.050000	0.150000	0.000000	1_OSBS092616 - 406 - 2.jpg
0.000000	0.200000	0.600000	0.200000	0.000000	1_OSBS092416 - 017 - 1.jpg
0.000000	0.400000	0.600000	0.000000	0.000000	1_OSBS092416 - 002 - 2.jpg
0.000000	0.850000	0.050000	0.100000	0.000000	1_OSBS092616 - 309 - 1.jpg
0.000000	0.900000	0.100000	0.000000	0.000000	1_OSBS092616 - 420 - 2.jpg
0.500000	0.100000	0.350000	0.050000	0.000000	1_OSBS092516 - 300 - 1.jpg
0.000000	0.250000	0.400000	0.350000	0.000000	1_OSBS092616 - 312 - 1.jpg
0.000000	0.250000	0.400000	0.150000	0.200000	1_OSBS092616 - 212 - 1.jpg
0.000000	0.020000	0.880000	0.100000	0.000000	1_OSBS092516 - 319 - 2.jpg
0.000000	0.350000	0.100000	0.550000	0.000000	1_OSBS092616 - 215 - 2.jpg
0.200000	0.100000	0.550000	0.150000	0.000000	1_OSBS092416 - 107 - 1.jpg
0.350000	0.100000	0.550000	0.000000	0.000000	1_OSBS092516 - 313 - 2.jpg
0.000000	0.050000	0.500000	0.350000	0.100000	1_OSBS092416 - 001 - 1.jpg
0.050000	0.300000	0.450000	0.200000	0.000000	1_OSBS092516 - 207 - 2.jpg
0.000000	0.550000	0.150000	0.100000	0.200000	1_OSBS092616 - 101 - 1.jpg
0.000000	0.250000	0.100000	0.650000	0.000000	1_OSBS092616 - 412 - 2.jpg
0.200000	0.050000	0.650000	0.100000	0.000000	1_OSBS092516 - 307 - 2.jpg
0.150000	0.200000	0.350000	0.300000	0.000000	1_OSBS092616 - 311 - 1.jpg
0.050000	0.150000	0.600000	0.000000	0.200000	1_OSBS092416 - 114 - 2.jpg
0.200000	0.050000	0.600000	0.150000	0.000000	1_OSBS092416 - 007 - 2.jpg
